wikipedia_movie_id,name,global_revenue,budget,gross_domestic,opening_weekend,rating_score,number_of_ratings,watched_rank,producer,release_year
23647882,Il volpone,None,None,None,None,6.6,219.0,None,Maurizio Ponzi,None
20220761,The Unusuals,None,None,None,None,7.9,5500.0,None,Noah Hawley,None
7906749,Vandarojulu,None,None,None,None,None,None,None,None,None
8275826,"Six Days, Six Nights",None,None,None,None,5.6,437.0,None,Diane Kurys,None
1307237,London Town,None,1000000.0,None,None,5.8,102.0,None,Wesley Ruggles,None
31014332,The Naked Truth,None,None,None,None,5.0,26.0,None,Carmine Gallone,None
28509811,Terry on the Fence,None,None,None,None,6.3,47.0,None,Frank Godwin,None
4601349,Those Were the Days,None,None,None,None,6.3,286.0,None,Wai-Man Yip,None
10791821,Ondu Premada Kathe,None,None,None,None,None,None,None,Joe Simon,None
6051512,A Feather in His Hare,None,None,None,None,6.8,441.0,None,Chuck Jones,None
18471629,"Fine, Totally Fine",1217.0,None,None,None,6.9,621.0,None,Yosuke Fujita,None
28372201,Muli,None,None,None,None,None,None,None,None,None
14734322,Sweet and Hot,None,None,None,None,5.0,283.0,None,Jules White,None
3822455,Love in the City,256171.0,None,None,None,5.5,95.0,None,Jingle Ma,None
22643177,Genie tegen geweld,None,None,None,None,6.0,8.0,None,Theo Frenkel,None
4217166,There's Only One Jimmy Grimble,None,None,None,None,6.6,4100.0,None,John Hay,None
20060756,PetroApocalypse Now?,None,None,None,None,None,None,None,Andrew C. Evans,None
27706208,Appunti per un film sull'India,None,None,None,None,7.1,261.0,None,Pier Paolo Pasolini,None
14629884,Carry On London,None,None,None,None,None,None,None,None,None
29413725,Der Herrscher,None,None,None,None,5.8,83.0,None,Veit Harlan,None
7491166,In the Sunlight,None,None,None,None,None,None,None,Tom Ricketts,None
34937110,Baadshah,None,450000000.0,None,None,6.3,4800.0,None,Sreenu Vaitla,None
28370864,30 Minutes or Less,40662632.0,28000000.0,37053924.0,13330118.0,6.1,106000.0,None,Ruben Fleischer,None
2902089,Faithless,918033.0,None,739055.0,29462.0,7.4,3700.0,None,Liv Ullmann,None
7438948,The Mysterious Island,None,1130000.0,None,None,6.1,818.0,None,Lucien Hubbard,None
7870349,Dr. Jekyll and Mr. Hyde,None,None,None,None,6.2,65.0,None,Otis Turner,None
25747472,Playroom,None,None,None,None,None,None,None,None,None
20260318,Soldiers in Hiding,None,None,None,None,7.7,90.0,None,Malcolm Clarke,None
10262625,Once Before I Die,None,None,None,None,3.9,296.0,None,John Derek,None
6768398,Chennai Kadhal,None,None,None,None,3.2,75.0,None,Vikraman,None
8753468,The Shrimp on the Barbie,None,5500000.0,None,None,5.6,1500.0,None,Michael Gottlieb,None
25932383,Three Fables of Love,None,None,None,None,5.8,136.0,None,Alessandro Blasetti,None
7971869,Hog Wild,None,None,None,None,7.4,2200.0,None,James Parrott,None
24977255,"Lad, A Dog",None,None,None,None,6.8,116.0,None,Aram Avakian,None
352455,City Slickers,179033791.0,27000000.0,124033791.0,13032121.0,6.8,62000.0,3446.0,Ron Underwood,None
1323663,Merlin,None,None,None,None,7.1,22000.0,2767.0,Sam Neill,None
27947327,Transport from Paradise,None,None,None,None,7.1,230.0,None,Zbynek Brynych,None
4768705,Jarasandha,None,None,None,None,None,None,None,None,None
28470255,The Wind of Change,None,None,None,None,6.3,117.0,None,Vernon Sewell,None
20162300,Bokator,None,None,None,None,None,None,None,None,None
14977038,Beyond Loch Ness,None,None,None,None,4.0,2100.0,None,Paul Ziller,None
14570771,Ghatashraddha,None,None,None,None,7.7,153.0,None,Girish Kasaravalli,None
23933028,Paths of Death and Angels,None,None,None,None,7.2,41.0,None,Zoltán Kamondi,None
31025418,Jalisco nunca pierde,None,None,None,None,None,None,None,None,None
22842262,Superman/Batman: Public Enemies,None,3500000.0,None,None,7.1,25000.0,None,Sam Liu,None
76377,The Tall T,None,None,None,None,7.3,5900.0,None,Budd Boetticher,None
16783663,Macbeth,None,None,None,None,8.4,66.0,None,George Schaefer,None
10791813,Chilakamma Cheppindi,None,None,None,None,6.9,21.0,None,Eranki Sharma,None
26470978,Dionysus,None,None,None,None,5.1,413.0,None,Brian De Palma,None
31706514,Free and Easy,None,244000.0,None,None,5.8,291.0,None,George Sidney,None
22643018,De afwezige,None,None,None,None,5.6,19.0,None,Albert Capellani,None
770156,But I'm a Cheerleader,2595216.0,1200000.0,2205627.0,60410.0,6.8,39000.0,2345.0,Jamie Babbit,None
7186157,The City of Violence,6201250.0,2400000.0,None,None,6.6,4700.0,None,Seung-wan Ryu,None
22480532,Tigger and Pooh and A Musical Too,None,None,None,None,5.2,161.0,None,David Hartman,None
8370755,Anna Christie,None,None,None,None,6.7,114.0,None,John Griffith Wray,None
33269400,"Happy, Happy",620238.0,None,45154.0,7125.0,6.5,3200.0,None,Anne Sewitsky,None
9429327,People on Sunday,None,None,None,None,7.3,3400.0,None,Robert Siodmak,None
32182348,Baadal,None,None,None,None,6.0,29.0,None,Anand Sagar,None
20909464,Crystal Voyager,None,None,None,None,7.0,185.0,None,David Elfick,None
23967572,Manjal Veiyil,None,None,None,None,None,None,None,Vaseegaran,None
34114113,Une chance sur deux,None,32000000.0,None,None,5.8,2800.0,None,Patrice Leconte,None
23978622,Telling You,2735.0,None,2735.0,2026.0,4.4,811.0,None,Rob DeFranco,None
26400881,The New Tenants,None,None,None,None,6.8,1500.0,None,Joachim Back,None
32141901,A Welsh Singer,None,None,None,None,None,None,None,Henry Edwards,None
30943265,I... Dreaming,None,None,None,None,5.8,650.0,None,Stan Brakhage,None
18789039,Esther,None,None,None,None,None,None,None,None,None
15830718,In Concert with the London Symphony Orchestra,None,None,None,None,None,None,None,None,None
7186487,Maradona,684164.0,None,None,None,6.7,6600.0,None,Emir Kusturica,None
10164799,Back to God's Country,None,67000.0,None,None,6.2,964.0,None,David Hartford,None
20948625,The Magic Bow,None,None,None,None,6.0,230.0,None,Bernard Knowles,None
21654635,The Linguists,None,None,None,None,7.2,257.0,None,Seth Kramer,None
20598976,Winterset,None,None,None,None,6.1,482.0,None,Alfred Santell,None
23496230,Baba Ramdev,None,None,None,None,8.7,22.0,None,S.P. Kalla,None
18920316,Yesterday's Enemy,None,None,None,None,7.1,1300.0,None,Val Guest,None
23531556,Down the Drain,None,None,None,None,3.8,237.0,None,Robert Hughes,None
2608675,Scooby Goes Hollywood,None,None,None,None,5.8,1400.0,None,Ray Patterson,None
16489470,Vaitheeswaran,24646.0,None,None,None,5.9,11.0,None,Santhanam Neelamegam,None
5443343,Giant Gila Monster,None,138000.0,None,None,3.6,4200.0,None,Ray Kellogg,None
10944211,Angel,None,None,None,None,6.3,955.0,None,Neil Jordan,None
25616609,A Woman of the World,None,None,None,None,6.9,178.0,None,Malcolm St. Clair,None
6587401,"Sex, love and other perversions",None,None,None,None,5.6,285.0,None,Carlos Carrera,None
33313466,The Recipe,293898.0,None,None,None,6.6,482.0,None,Suh-Goon Lee,None
26063656,Quadrophenia and Tommy Live,None,None,None,None,8.2,74.0,None,Aubrey Powell,None
9392062,Murder in the Music Hall,None,None,None,None,6.2,143.0,None,John English,None
9386805,"Cóndor Crux, La Leyenda",5659.0,None,None,None,4.0,147.0,None,Juan Pablo Buscarini,None
33002552,Vardi,None,None,None,None,4.5,224.0,None,Umesh Mehra,None
31682152,Passion Island,None,None,None,None,None,None,None,H. Manning Haynes,None
14709973,Bonanza: Under Attack,None,None,None,None,5.7,314.0,None,Mark Tinker,None
2465736,Daddy's Little Bit of Dresden China,None,None,None,None,6.6,7.0,None,Karen Watson,None
3599979,100 Days With Mr. Arrogant,None,3200000.0,None,None,6.0,3300.0,None,Dong-yeob Shin,None
8026248,Bardaasht,None,None,None,None,5.9,769.0,None,Eeshwar Nivas,None
14639639,Somberi,None,20000000.0,None,None,None,None,None,Jonnavithula,None
20904530,Bombay by Nite,None,None,None,None,6.2,6.0,None,A. Shamsheer,None
26458140,On the Threshold of Space,None,1505000.0,None,None,6.5,250.0,None,Robert D. Webb,None
23687921,La Leggenda di Genoveffa,None,None,None,None,4.6,11.0,None,Arthur Maria Rabenalt,None
4299421,Yaaba,None,None,None,None,7.1,735.0,None,Idrissa Ouedraogo,None
26553549,Full of Life,None,None,None,None,6.4,601.0,None,Richard Quine,None
15573444,The Eagle's Talons,None,None,None,None,None,None,None,Duke Worne,None
15194870,The Galloping Kid,None,None,None,None,None,None,None,Nat Ross,None
2399730,Prem Sanyas,None,None,None,None,6.4,181.0,None,Franz Osten,None
17908428,Hunger,None,None,None,None,7.7,3300.0,None,Henning Carlsen,None
32665218,Tomie Unlimited,None,None,None,None,4.7,942.0,None,Noboru Iguchi,None
1708667,Fear in the Night,None,None,None,None,6.4,1700.0,None,Maxwell Shane,None
2809621,The Prestige,109676311.0,40000000.0,53089891.0,14801808.0,8.5,1400000.0,236.0,Christopher Nolan,None
34204773,A Night for Crime,None,None,None,None,5.1,180.0,None,Alexis Thurn-Taxis,None
16254634,Yarukku Yaaro,None,None,None,None,None,None,None,None,None
2682902,Missing in Action,22812411.0,2550000.0,22812411.0,6101460.0,5.4,16000.0,None,Joseph Zito,None
30630279,The Crush,None,None,None,None,6.6,1700.0,None,Michael Creagh,None
8703874,Kursi al-I`tiraf,None,None,None,None,7.4,59.0,None,Youssef Wahbi,None
10538405,Death Defying Acts,8396245.0,20000000.0,5665.0,3561.0,5.8,10000.0,None,Gillian Armstrong,None
20619866,The Betrayal,None,None,None,None,7.0,18.0,None,Oscar Micheaux,None
10317162,Johnny the Giant Killer,None,None,None,None,5.7,114.0,None,Jean Image,None
27978238,Westbound,None,565000.0,None,None,6.5,1500.0,None,Budd Boetticher,None
27379728,The Strange Affair of Uncle Harry,None,886100.0,None,None,6.7,1900.0,None,Robert Siodmak,None
28379651,Smích se lepí na paty,None,None,None,None,7.1,54.0,None,Hynek Bocan,None
2390149,Corky Romano,25272752.0,11000000.0,23980304.0,9023173.0,4.7,14000.0,None,Rob Pritts,None
31309224,Keepers of Youth,None,None,None,None,None,None,None,Thomas Bentley,None
20925537,The Conjure Woman,None,None,None,None,None,None,None,Oscar Micheaux,None
9706751,Suzy,None,614000.0,None,None,6.4,1600.0,None,George Fitzmaurice,None
15074123,The Texan Meets Calamity Jane,None,None,None,None,4.5,93.0,None,Ande Lamb,None
2430462,No Escape,15339030.0,20000000.0,15339030.0,4588736.0,6.1,22000.0,None,Martin Campbell,None
10815603,Fine Feathered Friend,None,None,None,None,None,None,None,None,None
33874607,Sandhitha Velai,None,None,None,None,5.2,13.0,None,Ravichandran,None
17616726,Mr. Girisham,None,None,None,None,None,None,None,None,None
20902948,Ek Kunwari Ek Kunwara,None,None,None,None,6.0,21.0,None,Prakash Mehra,None
29499967,My Amnesia Girl,3288330.0,None,None,None,6.6,464.0,None,Cathy Garcia-Molina,None
23709820,Confucius,None,None,None,None,6.3,76.0,None,Mu Fei,None
8889105,Hong Kong 1941,None,None,None,None,6.7,677.0,None,Po-Chih Leong,None
3978347,The Monster Club,None,None,None,None,5.9,4400.0,None,Roy Ward Baker,None
5334800,The Good German,5914908.0,32000000.0,1308696.0,76817.0,6.0,26000.0,None,Steven Soderbergh,None
8832396,Slap Shot 2: Breaking the Ice,None,None,None,None,4.4,2600.0,None,Steve Boyum,None
22532686,Judge Not,None,None,None,None,None,None,None,Victor Sjöström,None
3507995,Elevation 2001: U2 Live from Boston,None,None,None,None,8.6,1400.0,None,Hamish Hamilton,None
18692472,Los Reyes Magos,2823810.0,7000000.0,None,None,5.4,450.0,None,Antonio Navarro,None
15686529,The McPherson Tape,None,6500.0,None,None,5.4,1900.0,None,Dean Alioto,None
24414526,Road to Salina,None,None,None,None,6.7,952.0,None,Georges Lautner,None
21119087,The 7th Secret Courier for Edo,None,None,None,None,None,None,None,None,None
32959800,The Lure of Heart's Desire,None,None,None,None,None,None,None,Francis J. Grandon,None
14677635,Ziggy's Gift,None,None,None,None,7.9,346.0,None,Richard Williams,None
18371822,He Came with Wheels,None,None,None,None,None,None,None,None,None
18814709,Peacock,None,None,None,None,6.2,12000.0,None,Michael Lander,None
18683083,Honeymoon Academy,None,None,47714.0,47714.0,4.9,393.0,None,Gene Quintano,None
859131,Kalathur Kannamma,None,None,None,None,7.1,148.0,None,A. Bhimsingh,None
26132673,Single Room Furnished,None,None,None,None,4.4,502.0,None,Matt Cimber,None
11779333,"Ratas, Ratones, Rateros",None,None,None,None,7.3,893.0,None,Sebastián Cordero,None
676660,Night Watch,None,None,1263782.0,None,6.3,2000.0,None,Brian G. Hutton,None
9617369,Journey to the Center of the Earth,244232688.0,60000000.0,101704370.0,21018141.0,5.8,129000.0,2123.0,Eric Brevig,None
35993917,The Night of Queen Isabeau,None,None,None,None,5.7,12.0,None,Robert Wiene,None
31155231,Doctor,None,None,None,None,None,None,None,M.S. Mani,None
8913555,Scarlett,None,None,None,None,6.4,3300.0,None,Joanne Whalley,None
23923986,Hudson's Bay,None,None,None,None,6.2,485.0,None,Irving Pichel,None
17373224,Living With Fibromyalgia,None,None,None,None,8.0,10.0,None,Daneen Akers,None
19065826,Listen to Britain,None,None,None,None,6.6,1800.0,None,Humphrey Jennings,None
25566916,The Third Testament: The Antichrist and the Harlot,None,None,None,None,None,None,None,None,None
1033167,Beowulf,102744.0,3500000.0,None,None,4.1,12000.0,None,Graham Baker,None
21392777,There Are So Many Things Still to Say,None,None,None,None,None,None,None,None,None
19949371,Graveyard Alive,None,None,None,None,5.0,390.0,None,Elza Kephart,None
22503227,Pendragon: Sword of His Father,None,88000.0,None,None,3.9,347.0,None,Chad Burns,None
3497579,The Barkleys of Broadway,None,2325420.0,None,None,7.0,3400.0,None,Charles Walters,None
1405215,The Best Two Years,1163450.0,None,1163450.0,92436.0,7.5,1700.0,None,Scott S. Anderson,None
547687,They Were Expendable,None,None,None,None,7.2,9100.0,None,John Ford,None
13948061,Rosy Dreams,None,None,None,None,7.3,288.0,None,Dusan Hanák,None
846654,The Night Porter,None,None,633298.0,None,6.6,14000.0,None,Liliana Cavani,None
32438858,Gangster Squad,105200903.0,60000000.0,46000903.0,17070347.0,6.7,221000.0,3402.0,Ruben Fleischer,None
9690225,The Strongest Man in the World,None,None,None,None,5.9,3600.0,None,Vincent McEveety,None
18332411,The Stringless Violin,None,None,None,None,6.2,108.0,None,Sekar Ayu Asmara,None
1799076,Pecker,2281761.0,6000000.0,2281761.0,541646.0,6.3,15000.0,None,John Waters,None
7299034,Child of Rage,None,None,None,None,6.4,818.0,None,Larry Peerce,None
460052,Mystic River,156595191.0,25000000.0,90135191.0,640815.0,7.9,476000.0,1390.0,Clint Eastwood,None
25450027,La Zandunga,None,None,None,None,6.8,38.0,None,Fernando de Fuentes,None
30431126,Antique,5643207.0,None,None,None,6.9,1500.0,None,Kyu-dong Min,None
33041580,Daughter of the East,None,None,None,None,None,None,None,Roy Darling,None
24135578,Actresses,2745093.0,None,None,None,5.7,770.0,None,Valeria Bruni Tedeschi,None
15439159,Kanchivaram,None,None,None,None,8.1,721.0,None,Priyadarshan,None
10195224,The Foxes of Harrow,None,None,None,None,6.5,558.0,None,John M. Stahl,None
26286767,Murder by Proxy,None,None,None,None,6.2,619.0,None,Terence Fisher,None
30872204,Land of Plenty,None,None,None,None,6.4,4100.0,None,Wim Wenders,None
31231212,Florian,None,None,None,None,7.3,94.0,None,Edwin L. Marin,None
23666609,"Nudo, crudo e...",None,None,None,None,None,None,None,None,None
22534136,In the Hour of Trial,None,None,None,None,None,None,None,Victor Sjöström,None
3903364,Howl's Moving Castle,237536126.0,24000000.0,6789268.0,427987.0,8.2,429000.0,472.0,Hayao Miyazaki,None
11235792,Kali Ghata,None,None,None,None,5.6,48.0,None,Ved Rahi,None
18456519,The Storm Warriors,5668356.0,22000000.0,None,None,5.2,1800.0,None,Danny Pang,None
2325674,Smithy,None,None,None,None,6.6,45.0,None,Ken G. Hall,None
9679403,Hit Parade of 1943,None,None,None,None,5.5,173.0,None,Albert S. Rogell,None
36320233,David Harum,None,None,None,None,5.6,60.0,None,Allan Dwan,None
7220623,Deliver Us From Evil,None,None,None,None,None,None,None,None,None
32129023,Nine Lives Are Not Enough,None,None,None,None,6.0,365.0,None,A. Edward Sutherland,None
36288896,The Gun Runner,None,None,None,None,3.6,19.0,None,Richard Compton,None
3323135,Doctor Faustus,None,None,None,None,5.4,1300.0,None,Richard Burton,None
30273493,Food Beware: The French Organic Revolution,1482825.0,None,1181.0,595.0,6.8,157.0,None,Jean-Paul Jaud,None
9885736,"Chill Out, Scooby-Doo!",None,None,None,None,6.5,3600.0,None,Joe Sichta,None
24937369,Nemesis 3: Prey Harder,None,None,None,None,3.0,1500.0,None,Albert Pyun,None
4280890,Repli-Kate,397969.0,4000000.0,None,None,5.6,5300.0,None,Frank Longo,None
27947161,Habermann,880953.0,None,None,None,7.0,1300.0,None,Juraj Herz,None
20872873,All the Way Up,None,None,None,None,4.4,141.0,None,James MacTaggart,None
26694159,Shakespeare M.A. Malayalam,None,None,None,None,3.6,166.0,None,Shaiju Anthikkad,None
23123864,Der Hauptmann von Köpenick,None,None,None,None,6.7,127.0,None,Frank Beyer,None
8648196,A Way of Life,None,None,None,None,6.7,669.0,None,Amma Asante,None
21440868,Bhageeratha,None,None,None,None,5.6,300.0,None,Rasool Ellore,None
2315130,Bolívar is me,48911.0,None,48911.0,18416.0,6.3,342.0,None,Jorge Alí Triana,None
34529677,Inu no Kubiwa to Koroke to,None,None,None,None,None,None,None,Seiki Nagahara,None
21524677,The Tallest Tree in Our Forest,None,None,None,None,7.4,50.0,None,Gil Noble,None
6302550,Broadway: The Golden Age,353580.0,None,353580.0,16524.0,8.3,489.0,None,Rick McKay,None
6672248,The Masseur,10800.0,None,None,None,5.9,552.0,None,Brillante Mendoza,None
20900606,Saleem,None,230000000.0,None,None,3.5,1600.0,None,Y.V.S. Chowdary,None
25851654,Tora-san's Lovesick,None,None,None,None,6.8,113.0,None,Yôji Yamada,None
5852488,"Schöner Gigolo, armer Gigolo",None,None,None,None,5.4,1100.0,None,David Hemmings,None
670306,1991: The Year Punk Broke,None,None,None,None,7.3,1500.0,None,David Markey,None
27926541,Legend of a Fighter,310103.0,None,None,None,7.3,687.0,None,Woo-Ping Yuen,None
21759238,Destination Anywhere: The Film,None,None,None,None,6.0,504.0,None,Mark Pellington,None
20072703,Le droit à la vie,None,None,None,None,5.0,10.0,None,Abel Gance,None
12506616,The Alchemist,None,None,None,None,3.8,650.0,None,Charles Band,None
2480188,C.R.A.Z.Y.,3710169.0,6500000.0,None,None,7.9,34000.0,None,Jean-Marc Vallée,None
12573781,General Motors 50th Anniversary Show,None,None,None,None,None,None,None,Charles S. Dubin,None
17477023,A Self Made Hero,None,29000000.0,None,None,7.2,3200.0,None,Jacques Audiard,None
27875707,Tribute to Eric Rohmer,None,None,None,None,6.0,142.0,None,Jean-Luc Godard,None
2262145,Sour Grapes,123104.0,None,123104.0,123104.0,5.7,3000.0,None,Larry David,None
982480,John Carter,284139100.0,250000000.0,73078100.0,30180188.0,6.6,283000.0,1662.0,Andrew Stanton,None
33474264,Mardi Gras: Spring Break,None,None,None,None,5.1,6100.0,None,Phil Dornfeld,None
22610953,A Woman's Face,None,None,None,None,7.0,1100.0,None,Gustaf Molander,None
2295321,Homicide,2971661.0,None,2971661.0,43650.0,6.9,8000.0,None,David Mamet,None
16167538,Raajjiyam,None,None,None,None,None,None,None,None,None
25207368,Kaidan,3646201.0,5000000.0,None,None,6.1,1200.0,None,Hideo Nakata,None
20399956,Invasion,None,None,None,None,5.6,477.0,None,Alan Bridges,None
22549229,The Ugly Duckling,None,None,None,None,7.0,1100.0,None,Wilfred Jackson,None
14862686,Aadat Se Majboor,None,None,None,None,5.9,44.0,None,Ambrish Sangal,None
6242671,Drummer-Crab,None,None,None,None,7.0,902.0,None,Pierre Schoendoerffer,None
2903798,The Bodyguard,None,None,None,None,5.7,1600.0,None,Panna Rittikrai,None
21042990,Episode,None,None,None,None,6.8,35.0,None,Walter Reisch,None
28824371,Mariandl's Homecoming,None,None,None,None,5.2,74.0,None,Werner Jacobs,None
25633984,A Study in Reds,None,None,None,None,5.1,87.0,None,Miriam Bennett,None
4453379,The Woman Next Door,509.0,None,509.0,11206.0,7.2,8600.0,None,François Truffaut,None
6978600,Androcles and the Lion,None,1250000.0,None,None,6.0,1000.0,None,Chester Erskine,None
17095186,Beautiful Wonderful Perfect,None,None,None,None,5.2,52.0,None,Poj Arnon,None
23400698,Maasilamani,None,None,None,None,6.6,65.0,None,R.N.R. Manohar,None
30173996,Dog Pound,465725.0,4830000.0,None,None,7.0,13000.0,None,Kim Chapiron,None
7434201,Cat Got Your Luggage?,None,None,None,None,7.4,3700.0,None,Derek Drymon,None
10980657,Kittu,None,None,None,None,None,None,None,None,None
3735943,My Right to Ravage Myself,8760.0,None,None,None,6.3,23.0,None,Soo-il Jeon,None
9271078,Adventures of Don Juan,None,3500000.0,None,None,7.0,3400.0,None,Vincent Sherman,None
7075279,Petrol,None,None,None,None,None,None,None,None,None
8022263,Two Girls and a Guy,2057193.0,1000000.0,2057193.0,649423.0,5.5,8700.0,None,James Toback,None
11242,Final Fantasy: The Spirits Within,85131830.0,137000000.0,32131830.0,11408853.0,6.4,84000.0,None,Hironobu Sakaguchi,None
22409657,We Won't Grow Old Together,14104.0,None,14104.0,1677.0,7.2,2100.0,None,Maurice Pialat,None
33598983,Harmony,107441543.0,None,None,None,7.5,846.0,None,Dae-gyu Kang,None
6968369,Sibak: Midnight Dancers,22480.0,None,22480.0,9072.0,5.5,307.0,None,Mel Chionglo,None
4230392,The Visit,None,None,186444.0,102647.0,6.3,283.0,None,Jordan Walker-Pearlman,None
32873351,Clara Gibbings,None,None,None,None,None,None,None,F.W. Thring,None
28398647,The Enemy,None,None,None,None,7.0,306.0,None,Zeki Ökten,None
7601962,The Heyde/Sawade Affair,None,None,None,None,None,None,None,Wolfgang Luderer,None
31743547,The Last Adventure,None,None,None,None,7.0,3800.0,None,Robert Enrico,None
16236007,"Pink, Plunk, Plink",None,None,None,None,None,None,None,None,None
17872744,It Started with Eve,None,1166000.0,None,None,7.6,1800.0,None,Henry Koster,None
32555044,A Message to Garcia,None,None,None,None,6.0,332.0,None,George Marshall,None
32662377,Sadugudu,None,None,None,None,None,None,None,None,None
9420790,West and soda,None,None,None,None,7.0,719.0,None,Bruno Bozzetto,None
18372405,The Road to Jenin,None,None,None,None,None,None,None,None,None
34914699,"I, Frankenstein",76801179.0,65000000.0,19075290.0,8610441.0,5.1,83000.0,4941.0,Stuart Beattie,None
33516771,America's Most Dangerous Pets,None,None,None,None,7.2,1100.0,None,Jamie Pickup,None
2006189,Nightmare Alley,None,None,None,None,7.7,13000.0,None,Edmund Goulding,None
27326936,The Innkeepers,1178831.0,750000.0,78396.0,29557.0,5.5,37000.0,None,Ti West,None
2935848,Raw Justice,None,None,None,None,4.1,1400.0,None,David A. Prior,None
168597,Big,None,None,None,None,None,None,None,None,None
5416352,The Hidden II,None,None,None,None,3.1,1500.0,None,Seth Pinsker,None
13462810,Graft,None,None,None,None,None,None,None,George Lessey,None
2338401,Proof of Life,62761005.0,65000000.0,32598931.0,10207869.0,6.3,58000.0,None,Taylor Hackford,None
20904605,Har Har Gange,None,None,None,None,7.7,14.0,None,Babubhai Mistry,None
2740826,Alles auf Zucker!,8466803.0,None,87490.0,2130.0,6.7,2900.0,None,Dani Levy,None
241475,Pandaemonium,17113.0,15000000.0,5151.0,2542.0,6.4,875.0,None,Julien Temple,None
21740500,Why We Bang,None,85000.0,None,None,7.1,28.0,None,Clifford Jordan,None
29724018,Mickey's Movies,None,None,None,None,5.8,15.0,None,Earl Montgomery,None
12531485,The Enchanted Drawing,None,None,None,None,6.9,1400.0,None,J. Stuart Blackton,None
11791510,Il Camorrista,None,None,None,None,7.1,1600.0,None,Giuseppe Tornatore,None
34274201,Njanum Ente Familiyum,None,None,None,None,4.1,37.0,None,K.K. Rajeev,None
36524396,Padosi,None,None,None,None,None,None,None,None,None
2903806,Pisaj,204000.0,None,None,None,6.2,280.0,None,Chookiat Sakveerakul,None
16014546,The Last Days of Patton,None,None,None,None,6.3,1100.0,None,Delbert Mann,None
33427265,A Monster in Paris,26710392.0,25000000.0,None,None,6.7,22000.0,None,Bibo Bergeron,None
4448359,The Alchemist of Happiness,None,None,None,None,None,None,None,None,None
27439088,Freckles,None,None,None,None,5.5,121.0,None,Andrew V. McLaglen,None
36067417,Stars of Eger,None,None,None,None,7.4,2600.0,None,Zoltán Várkonyi,None
2838120,Vaali,None,None,None,None,7.9,3900.0,None,S.J. Suryah,None
20753502,REC 2,18853164.0,5600000.0,27766.0,8191.0,6.5,77000.0,None,Jaume Balagueró,None
34071219,The Soul of Broadway,None,None,None,None,None,None,None,Herbert Brenon,None
22644301,Rufus,None,None,None,None,None,None,None,None,None
6012106,Joe Somebody,24516772.0,38000000.0,22771646.0,3553725.0,5.5,11000.0,None,John Pasquin,None
12527073,Qaamarngup uummataa,None,None,None,None,None,None,None,None,None
32175155,You're Fired,None,None,None,None,None,None,None,James Cruze,None
12135849,Cómicos,None,None,None,None,6.8,204.0,None,Juan Antonio Bardem,None
26185810,The Mistress,None,None,None,None,5.8,212.0,None,Vilgot Sjöman,None
27694287,Suzie Heartless,None,None,None,None,None,None,None,None,None
4134701,"Objective, Burma!",None,None,None,None,7.3,5400.0,None,Raoul Walsh,None
26806844,Gasland,49428.0,None,30846.0,2641.0,7.6,11000.0,None,Josh Fox,None
8863374,The Wrong Move,None,620000.0,None,None,6.9,3800.0,None,Wim Wenders,None
7538545,Brother Future,None,None,None,None,6.0,222.0,None,Roy Campanella II,None
31730349,Those Merry Souls,None,None,None,None,5.6,86.0,None,Chia-Yung Liu,None
9781084,Chakravarthy,None,None,None,None,None,None,None,None,None
19215615,Her Country's Call,None,None,None,None,None,None,None,Lloyd Ingraham,None
30970462,In the Wake of the Flood,None,250000.0,None,None,6.5,10.0,None,Ron Mann,None
17181732,The Casino,None,None,None,None,6.6,64.0,None,Tseng-Chai Chang,None
10206274,That Four-Letter Word,None,4000000.0,None,None,4.7,50.0,None,Sudhish Kamath,None
2046787,Haunted Honeymoon,8033397.0,13000000.0,8033397.0,2768003.0,5.6,7900.0,None,Gene Wilder,None
19765815,Dyadya Vanya,1950.0,None,None,None,7.3,799.0,None,Andrey Konchalovskiy,None
15837630,Madea Goes to Jail,90508336.0,None,90508336.0,41030947.0,4.5,13000.0,None,Tyler Perry,None
2515369,Daniel Dafoe's Robinson Crusoe,183886.0,None,None,None,5.9,13000.0,None,Rod Hardy,None
8869015,Abschied,None,15000.0,None,None,6.8,184.0,None,Robert Siodmak,None
2603956,Four Eyes and Six Guns,None,None,None,None,5.5,231.0,None,Piers Haggard,None
32072194,Livingstone,None,None,None,None,3.6,17.0,None,M.A. Wetherell,None
5291313,A Tale of Springtime,22171.0,None,None,None,7.1,5500.0,None,Éric Rohmer,None
3754368,My Wife is a Gangster,1211843.0,None,None,None,6.3,3500.0,None,Jin-gyu Cho,None
19360778,Amongst Friends,265000.0,1000000.0,265000.0,None,5.5,650.0,None,Rob Weiss,None
14445346,The Mary Tyler Moore Reunion,None,None,None,None,7.2,32.0,None,Dann Netter,None
20903304,Mera Dharam Meri Maa,None,None,None,None,None,None,None,None,None
17179686,Pig and Bear,None,None,None,None,None,None,None,None,None
11275194,Blank Generation,None,None,None,None,4.8,431.0,None,Ulli Lommel,None
18798841,Franklyn,1279576.0,12000000.0,None,None,6.0,18000.0,None,Gerald McMorrow,None
1186616,The Shining,47277357.0,19000000.0,45634352.0,622337.0,8.4,1100000.0,211.0,Stanley Kubrick,None
35235985,A Buddy Story,None,1000000.0,None,None,6.1,183.0,None,Marc Erlbaum,None
27996904,"Lily, aime-moi",None,None,None,None,6.1,86.0,None,Maurice Dugowson,None
