wikipedia_movie_id,name,global_revenue,budget,gross_domestic,opening_weekend,rating_score,number_of_ratings,watched_rank,producer,release_year
3731182,Whispering Corridors,None,None,None,None,5.9,3500.0,None,Ki-hyeong Park,None
22363271,Mike's Murder,1059966.0,6300000.0,1059966.0,234438.0,5.8,1000.0,None,James Bridges,None
29526015,Les Morfalous,None,30000000.0,None,None,6.1,2200.0,None,Henri Verneuil,None
5463868,Battle of the Century,None,None,None,None,7.1,1400.0,None,Clyde Bruckman,None
33692153,Filming The Trial,None,None,None,None,7.4,182.0,None,Orson Welles,None
26509668,Bled,None,750000.0,None,None,2.8,1000.0,None,Christopher Hutson,None
1626038,Raja Hindustani,None,None,None,None,6.0,8200.0,None,Dharmesh Darshan,None
15667039,Sundarakanda,None,None,None,None,4.0,36.0,None,Bapu,None
10973612,Antonia,4249321.0,1500000.0,4228275.0,45051.0,7.4,9300.0,None,Marleen Gorris,None
14810149,The Cracker Factory,None,None,None,None,6.5,254.0,None,Burt Brinckerhoff,None
28493101,100 Minutes of Glory,None,None,None,None,6.5,423.0,None,Dalibor Matanic,None
7026712,Teen Titans: The Judas Contract,None,3500000.0,None,None,7.0,17000.0,None,Sam Liu,None
10364521,A Date with Darkness: The Trial and Capture of Andrew Luster,None,None,None,None,5.6,491.0,None,Bobby Roth,None
15546362,Ana Terra,None,None,None,None,7.5,29.0,None,Durval Garcia,None
15880847,The Neglected Wife,None,None,None,None,None,None,None,William Bertram,None
1228937,Lemony Snicket's A Series of Unfortunate Events,211468235.0,140000000.0,118634549.0,30061756.0,6.8,218000.0,1323.0,Brad Silberling,None
7274644,Old Enough to Be Her Grandpa,None,None,None,None,None,None,None,Tom Ricketts,None
32075451,Museum Mystery,None,None,None,None,None,None,None,Clifford Gulliver,None
10364456,The Office Wife,None,None,None,None,6.2,480.0,None,Lloyd Bacon,None
31863505,Sally Bishop,None,None,None,None,None,None,None,George Pearson,None
1953197,Get a Clue,None,None,None,None,5.1,7100.0,None,Maggie Greenwald,None
3610519,The Desert Trail,None,None,None,None,5.3,1000.0,None,Lewis D. Collins,None
20700634,Song of Summer,None,None,None,None,8.0,395.0,None,Ken Russell,None
7256196,A Six Cylinder Elopement,None,None,None,None,None,None,None,Riley Chamberlin,None
34228306,A Good Day to Die Hard,304654182.0,92000000.0,67349198.0,24834845.0,5.2,213000.0,4631.0,John Moore,None
3850349,House of Strangers,None,None,None,None,7.3,4100.0,None,Joseph L. Mankiewicz,None
1384771,Inauguration of the Pleasure Dome,None,None,None,None,7.0,2300.0,None,Kenneth Anger,None
17926236,Rockula,None,1500000.0,None,None,5.2,1200.0,None,Luca Bercovici,None
30418184,Night Fishing,None,None,None,None,6.4,1100.0,None,Park Chan-wook,None
30050150,Paramaatma,None,None,None,None,6.9,64.0,None,Bapu,None
29634937,Moner Manush,None,2000000.0,None,None,7.9,1400.0,None,Goutam Ghose,None
25915548,The Broken Pots,None,None,None,None,6.6,88.0,None,Memduh Ün,None
3687780,The Last Guy on Earth,None,None,None,None,None,None,None,None,None
10571531,Downtime,None,None,None,None,4.5,260.0,None,Bharat Nalluri,None
13084160,Hail Mary,None,600000.0,None,None,6.4,3600.0,None,Jean-Luc Godard,None
23946168,Captain Khorshid,None,None,None,None,7.4,1200.0,None,Nasser Taghvai,None
3834588,Chopping Mall,None,800000.0,None,None,5.6,17000.0,None,Jim Wynorski,None
15378807,Ice Planet,None,None,None,None,3.9,1100.0,None,Winrich Kolbe,None
24681222,Inside Information,None,None,None,None,5.6,78.0,None,Robert F. Hill,None
12952368,The Ghoul,None,None,None,None,5.3,1800.0,None,Freddie Francis,None
34246838,Chuck Moll,None,None,None,None,6.0,470.0,None,Enzo Barboni,None
33370239,Rite of Spring,None,None,None,None,7.1,280.0,None,Manoel de Oliveira,None
11097772,The 601st Phone Call,None,None,None,None,4.0,127.0,None,Guoli Zhang,None
4198198,Kissed,329211.0,None,329211.0,None,6.4,4000.0,None,Lynne Stopkewich,None
16158652,La hora de los valientes,None,None,None,None,6.6,357.0,None,Antonio Mercero,None
3471424,Richard Dimbleby Lecture,None,None,None,None,7.0,27.0,None,David Dimbleby,None
1219909,Shōgun,None,None,None,None,8.1,13000.0,473.0,Richard Chamberlain,None
23208313,Lightning,None,None,None,None,7.5,789.0,None,Mikio Naruse,None
483745,Real Genius,12952019.0,8000000.0,12952019.0,2557180.0,6.9,37000.0,1443.0,Martha Coolidge,None
23835705,Errors of Youth,None,None,None,None,6.6,58.0,None,Boris Frumin,None
11806094,The Fall of Berlin,None,None,None,None,7.2,149.0,None,Yuli Raizman,None
17129705,Whore,None,None,None,None,None,None,None,None,None
15770250,The Princess and the Goblin,2105078.0,10000000.0,2105078.0,451560.0,6.7,3000.0,None,József Gémes,None
19461317,Doña Perfecta,None,None,None,None,7.3,107.0,None,Alejandro Galindo,None
33526983,A Pit Boy's Romance,None,None,None,None,None,None,None,A.E. Coleby,None
5886458,Unchained,None,None,None,None,6.2,224.0,None,Hall Bartlett,None
12572406,Code Name Phoenix,None,None,None,None,4.9,175.0,None,Jeff Freilich,None
24598397,Bank Robber,115842.0,2000000.0,115842.0,34998.0,4.5,493.0,None,Nick Mead,None
26020345,The Bartered Bride,None,None,None,None,6.5,196.0,None,Max Ophüls,None
9858014,Diez segundos,None,None,None,None,6.0,8.0,None,Alejandro Wehner,None
171621,Quills,17989227.0,13500000.0,7065332.0,249383.0,7.2,56000.0,4458.0,Philip Kaufman,None
30439684,Le Morne film,None,None,None,None,None,None,None,None,None
37196243,Abducted: The Carlina White Story,None,None,None,None,6.6,1300.0,None,Vondie Curtis-Hall,None
25918153,Roseanna's Grave,123330.0,None,123330.0,6580.0,7.1,3500.0,None,Paul Weiland,None
32574975,Art Machine,None,None,None,None,None,None,None,None,None
19833107,Morituri,None,None,None,None,6.9,95.0,None,Eugen York,None
12347402,Charlie Brown and Charles Schulz,None,None,None,None,6.2,26.0,None,David Crommie,None
6299214,Inteha,379226.0,None,None,None,5.3,182.0,None,Vikram Bhatt,None
6521562,Island of Doomed Men,None,None,None,None,5.8,570.0,None,Charles Barton,None
27845979,Spy Sorge,5472593.0,2000000000.0,None,None,6.2,263.0,None,Masahiro Shinoda,None
23015014,The Warrior's Way,11103434.0,42000000.0,5666340.0,3048665.0,6.2,27000.0,None,Sngmoo Lee,None
33593483,Doughboys,None,None,None,None,5.7,515.0,None,Edward Sedgwick,None
24006065,Cheer Boys Cheer,None,None,None,None,5.9,123.0,None,Walter Forde,None
19108867,If You Could Only Cook,None,None,None,None,7.0,1400.0,None,William A. Seiter,None
35781091,Everybody's Woman,None,None,None,None,None,None,None,Alexander Korda,None
13667132,Candy Stripers,None,None,None,None,5.9,268.0,None,Bob Chinn,None
10612874,A Man to Remember,None,118000.0,None,None,7.0,465.0,None,Garson Kanin,None
32981233,The Marriage Price,None,None,None,None,None,None,None,Emile Chautard,None
11611792,I'm Dangerous Tonight,None,None,None,None,4.9,880.0,None,Tobe Hooper,None
18497373,Sky Hook,None,None,None,None,8.1,4900.0,None,Ljubisa Samardzic,None
21036698,Amara Deepam,None,None,None,None,4.9,12.0,None,T. Prakash Rao,None
9232940,Sira` Fi al-Mina,None,None,None,None,6.7,761.0,None,Youssef Chahine,None
4409955,Kuruthipunal,220000000.0,None,None,None,8.6,4600.0,None,P.C. Sreeram,None
9650458,Thulladha Manamum Thullum,None,None,None,None,8.3,6400.0,None,Ezhil,None
19929623,Two Tickets to London,None,None,None,None,6.8,47.0,None,Edwin L. Marin,None
2399371,Kill Me Again,283694.0,4000000.0,283694.0,66013.0,6.3,5500.0,None,John Dahl,None
19299698,"Jubilo, Jr.",None,None,None,None,7.0,63.0,None,Robert F. McGowan,None
171623,Training Day,104876233.0,45000000.0,76631907.0,22550788.0,7.7,461000.0,742.0,Antoine Fuqua,None
8815609,Zamok,None,None,None,None,6.9,905.0,None,Aleksey Balabanov,None
35549769,Himmat Aur Mehanat,None,None,None,None,5.4,67.0,None,K. Bapaiah,None
27374443,No Trifling with Love,None,None,None,None,None,None,None,Caroline Huppert,None
31377956,Swing,None,5000.0,None,None,6.5,17.0,None,Shane Bartlett,None
1087895,Eating Raoul,None,350000.0,None,None,6.8,9000.0,None,Paul Bartel,None
1336117,Beyond Re-Animator,302586.0,3000000.0,None,None,5.8,13000.0,None,Brian Yuzna,None
23018467,Felicitas,451890.0,None,None,None,4.7,155.0,None,María Teresa Costantini,None
30012871,Sirens of the Caribbean,None,4400000.0,None,None,3.4,638.0,None,Stewart Raffill,None
23666572,Menage all'italiana,None,None,None,None,6.5,50.0,None,Franco Indovina,None
4567681,Hare Rama Hare Krishna,None,None,None,None,7.2,857.0,None,Dev Anand,None
26586870,Ek Anek Aur Ekta,None,None,None,None,8.6,59.0,None,Bhimsain,None
221270,The Pianist,None,4500000.0,None,None,4.8,144.0,None,Claude Gagnon,None
28379509,Prípad Barnabáš Kos,None,None,None,None,7.4,66.0,None,Peter Solan,None
221271,The Pianist,None,None,None,None,7.3,106.0,None,Mario Gas,None
25908695,Playground,None,None,None,None,6.9,237.0,None,Libby Spears,None
23666746,L'uomo di Toledo,None,None,None,None,5.6,32.0,None,Eugenio Martín,None
12259086,Beyond Silence,181881.0,None,181881.0,14015.0,7.4,4500.0,None,Caroline Link,None
8432450,The Mist,57470220.0,18000000.0,25594957.0,8931973.0,7.1,332000.0,806.0,Frank Darabont,None
30811665,India: Kingdom of the Tiger,49380.0,None,None,None,6.1,233.0,None,Bruce Neibaur,None
6760673,The Lower Depths,None,None,None,None,7.5,3600.0,None,Jean Renoir,None
12591688,El cochecito,None,None,None,None,7.3,1500.0,None,Marco Ferreri,None
20122638,Frankie and Alice,706546.0,None,706546.0,7768.0,6.4,5800.0,None,Geoffrey Sax,None
5375350,Red Hot Skate Rock,None,None,None,None,None,None,None,None,None
28373956,O věcech nadpřirozených,None,None,None,None,7.3,73.0,None,Jirí Krejcík,None
31849386,Karin Månsdotter,None,None,None,None,6.0,150.0,None,Alf Sjöberg,None
917363,Love and Death,20123742.0,3000000.0,20123742.0,None,7.7,40000.0,None,Woody Allen,None
7299297,Gauravam,None,None,None,None,7.5,132.0,None,Vietnam Veetu Sundaram,None
1306698,Island in the Sun,None,2250000.0,None,None,6.1,1400.0,None,Robert Rossen,None
35005062,Entre désir et incertitude,None,None,None,None,None,None,None,None,None
28314664,Mickey's Surprise,None,None,None,None,4.8,15.0,None,Albert Herman,None
16493989,The Man Inside,None,None,None,None,5.8,325.0,None,John Gilling,None
1774116,The Killers,58222.0,None,None,None,7.7,23000.0,None,Robert Siodmak,None
20581092,Main Sunder Hoon,None,None,None,None,6.8,62.0,None,R. Krishnan,None
30769341,Nejlepší ženská mého života,None,None,None,None,7.3,58.0,None,Martin Fric,None
13805960,The Man From Left Field,None,None,None,None,5.8,300.0,None,Burt Reynolds,None
16975568,Chatura Kau,None,None,None,None,None,None,None,None,None
24190676,Sunset Range,None,None,None,None,6.3,94.0,None,Ray McCarey,None
10128563,The Mysterious Pilot,None,None,None,None,4.6,87.0,None,Spencer Gordon Bennet,None
30850663,The Eagleman Stag,None,None,None,None,7.1,388.0,None,Michael Please,None
9233741,Blood of the Dragon,None,None,None,None,6.5,390.0,None,Pao-Shu Kao,None
21924668,The Hypnotic Eye,None,365000.0,None,None,5.8,886.0,None,George Blair,None
20838064,Hard asfalt,None,None,None,None,5.6,76.0,None,Sølve Skagen,None
18716691,The McConnell Story,None,None,3500000.0,None,6.3,615.0,4230.0,Gordon Douglas,None
1352995,Johnny Guitar,4604.0,None,None,None,7.6,19000.0,None,Nicholas Ray,None
19558571,Støv på hjernen,None,791194.0,None,None,6.7,763.0,None,Poul Bang,None
7021662,Ringmaster,9257103.0,20000000.0,9257103.0,3344022.0,3.3,5300.0,None,Neil Abramson,None
21798180,13,3701600.0,20000000.0,None,None,6.0,43000.0,None,Géla Babluani,None
910759,Chicken,None,10000.0,None,None,6.3,280.0,None,Barry Dignam,None
6244430,Subway,390659.0,17000000.0,390659.0,11332.0,6.5,16000.0,None,Luc Besson,None
23135076,We Work Again,None,None,None,None,6.1,147.0,None,Charles Collins,None
16048942,Mysteries of a Barbershop,None,None,None,None,6.1,220.0,None,Bertolt Brecht,None
9249020,Them,5822116.0,None,50057.0,4025.0,6.4,32000.0,None,David Moreau,None
25662714,Killpoint,None,None,None,None,4.3,392.0,None,Frank Harris,None
30859777,Aelita,None,None,None,None,6.4,2800.0,None,Yakov Protazanov,None
10890960,Ab Kya Hoga,None,None,None,None,4.9,39.0,None,Saawan Kumar Tak,None
4738993,Strings,None,3400000.0,None,None,6.9,4400.0,None,Anders Rønnow Klarlund,None
7251537,Vacuums,None,None,None,None,None,None,None,None,None
7089108,Mammals,None,None,None,None,5.6,1300.0,None,Roman Polanski,None
31083375,The Doctor and the Girl,None,1055000.0,None,None,6.9,488.0,None,Curtis Bernhardt,None
30698074,Let's Go Places,None,None,None,None,None,None,None,Frank R. Strayer,None
18700765,America America,None,None,None,None,8.4,378.0,None,Nagathihalli Chandrashekar,None
32088413,Pillars of Society,None,None,None,None,None,None,None,Rex Wilson,None
13269855,Close to You,52654.0,None,52654.0,7612.0,6.7,149.0,None,Cathy Garcia-Molina,None
16191901,Emanuelle Around the World,None,None,None,None,4.8,1100.0,None,Joe D'Amato,None
28806834,The Mine with the Iron Door,None,None,None,None,None,None,None,Sam Wood,None
29334193,Power,None,None,None,None,None,None,None,None,None
28075609,Mozambique,None,None,None,None,5.2,259.0,None,Robert Lynn,None
15304343,Perri,None,None,None,None,6.7,628.0,None,Paul Kenworthy,None
32142239,The Failure,None,None,None,None,None,None,None,Henry Edwards,None
4292900,Earth,None,None,None,None,7.2,6300.0,None,Aleksandr Dovzhenko,None
3191791,"Max, 13",None,None,None,None,None,None,None,Abe Levy,None
1688741,The Boy Who Turned Yellow,None,None,None,None,5.7,279.0,None,Michael Powell,None
27500360,Alive and Kicking,None,None,None,None,6.6,359.0,None,Cyril Frankel,None
16768321,The Open Road,19716.0,10000000.0,19716.0,13323.0,5.5,3700.0,None,Michael Meredith,None
25920672,Case of the Full Moon Murders,None,None,None,None,4.6,123.0,None,Sean S. Cunningham,None
10510399,The Lucky Star,None,175000000.0,None,None,7.0,2700.0,None,Ricardo Franco,None
5794209,Green Hell,None,None,None,None,5.7,391.0,None,James Whale,None
27210300,Rag Tag,None,None,None,None,5.8,272.0,None,Adaora Nwandu,None
26723422,Wings of Fame,None,None,None,None,6.9,986.0,None,Otakar Votocek,None
9694126,Muchachos de la ciudad,None,None,None,None,6.1,16.0,None,José A. Ferreyra,None
9998032,Devil's Possessed,None,None,None,None,4.5,419.0,None,León Klimovsky,None
23180627,One Tough Bastard,None,None,None,None,5.3,1200.0,None,Kurt Wimmer,None
36015227,Avalanche,None,None,None,None,None,None,None,Kaneto Shindô,None
11773632,A Little Worm,None,30000.0,None,None,None,None,None,Marc Benardout,None
31572105,Chenab Gandhi,None,None,None,None,None,None,None,None,None
3742549,Dentist in the Chair,None,None,None,None,5.0,210.0,None,Don Chaffey,None
20903119,Maa Bahen Aur Biwi,None,None,None,None,None,None,None,Harbance Kumar,None
11984871,Diana’s Hair Ego,None,None,None,None,None,None,None,None,None
12155562,"Brother, Cry for Me",None,None,None,None,4.7,25.0,None,William White,None
1213939,Billboard Dad,None,None,None,None,5.2,5000.0,None,Alan Metter,None
9216379,Only You,20059210.0,None,20059210.0,5711738.0,6.5,25000.0,None,Norman Jewison,None
185264,The Star Wars Holiday Special,None,1000000.0,None,None,2.1,16000.0,3914.0,Steve Binder,None
28946554,Glamour,None,None,None,None,None,None,None,Seymour Hicks,None
4118336,Tarzan II,None,None,None,None,5.5,12000.0,None,Brian Smith,None
10568132,Nahr al-Hob,None,None,None,None,7.1,382.0,None,Ezz El Dine Zulficar,None
6499360,Pasivadi Pranam,None,None,None,None,7.8,412.0,None,A. Kodandarami Reddy,None
21264877,Who Do You Love?,None,None,None,None,None,None,None,None,None
36114256,Saravarsham,None,None,None,None,6.8,11.0,None,S. Babu,None
16586995,Quality Time,None,None,None,None,5.8,129.0,None,Chris LaMont,None
20904587,Dooriyaan,None,None,None,None,6.6,24.0,None,Bhimsain,None
9895612,The Sea Prince and the Fire Child,None,None,None,None,7.1,575.0,None,Masami Hata,None
17151705,The Evil That Men Do,13102025.0,4600000.0,13102025.0,4538400.0,5.9,4600.0,None,J. Lee Thompson,None
20518975,Red Riding Hoodlum,None,None,None,None,None,None,None,None,None
30524228,The Interrupters,286457.0,None,282448.0,7920.0,7.5,3600.0,None,Steve James,None
2676497,Flesh and the Devil,None,373000.0,None,None,7.6,4500.0,None,Clarence Brown,None
19451074,Dadar Kirti,None,None,None,None,7.9,239.0,None,Tarun Majumdar,None
23355385,Royal Cavalcade,None,None,None,None,6.9,26.0,None,Herbert Brenon,None
543517,Fear and Desire,None,33000.0,None,None,5.3,13000.0,None,Stanley Kubrick,None
35911149,Isai,None,None,None,None,6.4,687.0,None,S.J. Suryah,None
36563324,Don't Pass Me By,None,None,None,None,None,None,None,None,None
33651472,Two Little Drummer Boys,None,None,None,None,None,None,None,G.B. Samuelson,None
17062866,Times and Winds,387396.0,None,6176.0,1338.0,7.3,4400.0,None,Reha Erdem,None
3584797,The Lineup,None,None,None,None,7.3,4300.0,None,Don Siegel,None
25624870,Denizen,None,None,None,None,5.4,95.0,None,J.A. Steel,None
21053245,The Last Home Run,None,None,None,None,5.6,188.0,None,Bob Gosse,None
1614096,Hating Alison Ashley,1441049.0,None,None,None,5.5,903.0,None,Geoff Bennett,None
7213392,Diane,None,2660000.0,None,None,6.1,513.0,None,David Miller,None
26098802,Nightkill,None,None,None,None,5.5,863.0,None,Ted Post,None
7541886,Betty Boop and Little Jimmy,None,None,None,None,5.8,255.0,None,Dave Fleischer,None
3210534,Saw,103911669.0,1200000.0,56000369.0,18276468.0,7.6,457000.0,169.0,James Wan,None
25859284,The Tale of Zatoichi Continues,None,None,None,None,7.2,2700.0,None,Kazuo Mori,None
23119331,La Sciantosa,None,None,None,None,7.6,94.0,None,Alfredo Giannetti,None
30037874,Trapped Beneath the Sea,None,None,None,None,6.6,69.0,None,William A. Graham,None
5564313,Civil Brand,254293.0,500000.0,254293.0,99296.0,5.1,787.0,None,Neema Barnette,None
14108088,Lonesome Luke Leans to the Literary,None,None,None,None,None,None,None,Hal Roach,None
12315639,Girls School Screamers,None,None,None,None,4.1,765.0,None,John P. Finnegan,None
19553721,Abelay Garam Bhaat,None,None,None,None,None,None,None,None,None
2312853,The Captain's Paradise,None,None,None,None,6.8,1800.0,None,Anthony Kimmins,None
25480362,Grant Morrison: Talking with Gods,None,None,None,None,7.7,392.0,None,Patrick Meaney,None
9085283,Stolen Harmony,None,None,None,None,6.4,96.0,None,Alfred L. Werker,None
15242215,The Time to Live and the Time to Die,None,None,None,None,7.6,3400.0,None,Hsiao-Hsien Hou,None
35557709,XII,None,None,None,None,None,None,None,None,None
1605227,Silver Bullet,12361866.0,7000000.0,12361866.0,4013563.0,6.4,31000.0,4191.0,Daniel Attias,None
19285721,Hello Kolkata,None,2000000.0,None,None,6.0,32.0,None,Manoj Michigan,None
4983273,Heroes of Shaolin,None,None,None,None,5.3,146.0,None,Chi Chang,None
76304,The River,None,50000.0,None,None,6.4,661.0,None,Pare Lorentz,None
8759169,House,1141018.0,2500000.0,575048.0,327445.0,4.5,6000.0,None,Robby Henson,None
8050063,The Undertow,None,None,None,None,3.9,39.0,None,Frank Thorne,None
32829158,Stark Fear,None,None,None,None,5.4,430.0,None,Ned Hochman,None
1046470,Ocean's Twelve,362744280.0,110000000.0,125544280.0,39153380.0,6.5,407000.0,1572.0,Steven Soderbergh,None
12289886,The Mountain,None,2119000.0,None,None,6.8,2200.0,None,Edward Dmytryk,None
28373904,Anděl na horách,None,None,None,None,6.7,282.0,None,Borivoj Zeman,None
18290736,Mustafa Hakkında Herşey,261085.0,None,None,None,7.5,9700.0,None,Çagan Irmak,None
15696729,Killer Pad,None,None,None,None,4.0,1500.0,None,Robert Englund,None
36422681,A Cry in the Night,None,None,None,None,6.0,955.0,None,Frank Tuttle,None
3310465,Tara,None,None,None,None,3.0,348.0,None,Leslie Small,None
12234690,Deathstalker,11919250.0,457000.0,11919250.0,456700.0,4.6,5900.0,None,James Sbardellati,None
9694106,La Muchacha del circo,None,None,None,None,None,None,None,Manuel Romero,None
11493672,Le dernier homme,None,None,None,None,6.3,50.0,None,Ghassan Salhab,None
1256757,Scared Straight!,None,None,None,None,7.7,847.0,None,Arnold Shapiro,None
33315469,Quack Shot,None,None,None,None,7.0,254.0,None,Robert McKimson,None
35836829,The Moonlighter,None,None,1000000.0,None,5.8,674.0,None,Roy Rowland,None
31093029,Jump Into Hell,None,None,None,None,5.6,178.0,None,David Butler,None
27884720,Esther's Diary,None,250000.0,None,None,None,None,None,Mariusz Kotowski,None
13064987,No Wedding Bells,None,None,None,None,5.5,21.0,None,Mort Peebles,None
5863987,Sasha & John Digweed present Delta Heavy,None,None,None,None,None,None,None,None,None
19163754,Three for All,None,None,None,None,4.1,97.0,None,Martin Campbell,None
9603665,The Curse of the Crying Woman,None,None,None,None,6.5,741.0,None,Rafael Baledón,None
12183117,East End Hustle,None,200000.0,None,None,4.5,125.0,None,Frank Vitale,None
2632500,Single White Female,48017402.0,16000000.0,48017402.0,10212401.0,6.4,41000.0,4568.0,Barbet Schroeder,None
31333442,The Rat,None,None,None,None,6.3,76.0,None,Jack Raymond,None
17618897,Alan & Naomi,None,None,259311.0,None,6.7,473.0,None,Sterling Van Wagenen,None
11163072,Alice Neel,48969.0,None,48969.0,6207.0,7.3,151.0,None,Andrew Neel,None
25079862,One More River,None,None,None,None,6.7,404.0,None,James Whale,None
8060931,Jasmine Women,None,19950000.0,None,None,6.6,861.0,None,Yong Hou,None
6498430,Twice Two,None,None,None,None,6.9,1500.0,None,James Parrott,None
21686389,True North,16549.0,None,None,None,6.8,1100.0,None,Steve Hudson,None
32701112,Mod,None,None,None,None,6.4,438.0,None,Nagesh Kukunoor,None
17439477,Black and Blue,None,None,None,None,8.1,76.0,None,Jay Dubin,None
15790648,No Code of Conduct,None,12000000.0,None,None,4.7,1600.0,None,Bret Michaels,None
28823906,Bo,1675160.0,1200000.0,None,None,6.1,1300.0,None,Hans Herbots,None
15486978,"Continental, un film sans fusil",None,2100000.0,None,None,6.8,674.0,None,Stéphane Lafleur,None
5995658,Main Tulsi Tere Aangan Ki,None,None,None,None,6.7,160.0,None,Raj Khosla,None
17110700,Crisis in the Kremlin,None,None,None,None,None,None,None,None,None
13415280,Story of a Love Story,None,2500000.0,None,None,5.5,153.0,None,John Frankenheimer,None
10970272,Catalina Caper,None,None,None,None,2.2,2200.0,None,Lee Sholem,None
8359241,Grandma Got Run Over by a Reindeer,None,None,None,None,4.5,2000.0,None,Phil Roman,None
26188295,Bird of Paradise,None,None,None,None,6.2,496.0,None,Delmer Daves,None
23688007,La Peccatrice dell'isola,None,None,None,None,None,None,None,Sergio Corbucci,None
26797868,Prema,None,None,None,None,None,None,None,P.S. Ramakrishna Rao,None
8193607,Lakeer - Forbidden Lines,None,None,None,None,4.7,1100.0,None,Ahmed Khan,None
27686717,Housekeeper with Beautiful Skin: Made Wet with Finger Torture,None,None,None,None,None,None,None,None,None
20947864,You and Your Stupid Mate,453245.0,None,None,None,3.9,694.0,None,Marc Gracie,None
22892795,Prison Break: The Final Break,None,None,None,None,7.8,27000.0,None,Kevin Hooks,None
9957782,The Road to San Diego,19521.0,None,None,None,7.0,729.0,None,Carlos Sorin,None
27884553,The Lives of Mount Druitt Youth,None,None,None,None,4.8,1500.0,None,Saad Adam,None
2056353,The Word,None,None,None,None,8.3,17000.0,None,Carl Theodor Dreyer,None
342556,They Live,13009198.0,4000000.0,13008928.0,4827903.0,7.2,141000.0,623.0,John Carpenter,None
12767936,Zwei Menschen,None,None,None,None,6.7,11.0,None,Erich Waschneck,None
23255624,Forbidden Relations,None,None,None,None,6.3,172.0,None,Zsolt Kézdi-Kovács,None
24033066,Arizona Days,None,None,None,None,5.7,56.0,None,J.P. McGowan,None
307158,Bugsy Malone,2790419.0,575000.0,2783840.0,None,6.8,19000.0,None,Alan Parker,None
26246642,Recep İvedik 3,22588876.0,None,None,None,4.2,21000.0,None,Togan Gökbakar,None
22705277,Boy Meets Boy,None,None,None,None,5.8,174.0,None,Jho Kwang-soo Kim,None
23687907,"Io, Amleto",None,None,None,None,6.4,13.0,None,Giorgio Simonelli,None
1745050,Mr. & Mrs. Smith,487287646.0,110000000.0,186336279.0,50342878.0,6.5,525000.0,1660.0,Doug Liman,None
31611934,Hemavin Kadhalargal,None,None,None,None,None,None,None,None,None
29708301,Farewell Performance,None,None,None,None,6.2,15.0,None,Robert Tronson,None
33447396,Daata,None,None,None,None,4.8,119.0,None,Sultan Ahmed,None
2141673,The Man Who Saw Tomorrow,None,None,None,None,6.0,1200.0,None,Robert Guenette,None
20611321,Pink Tuba-Dore,None,None,None,None,None,None,None,None,None
28773556,Chamayam,None,None,None,None,7.3,84.0,None,Bharathan,None
2422564,Mayhem in Manchester,None,None,None,None,None,None,None,None,None
35367046,L'affaire Chebeya,None,None,None,None,7.0,18.0,None,Thierry Michel,None
1712237,Goin' Down the Road,None,87000.0,None,None,7.3,962.0,None,Donald Shebib,None
19823289,The Harimaya Bridge,54473.0,2000000.0,54473.0,1226.0,6.3,216.0,None,Aaron Woolfolk,None
14135767,Kyan Sit Min,None,None,None,None,5.9,12.0,None,Lu Min,None
16189500,Nobleza gaucha,None,None,None,None,6.1,86.0,None,Humberto Cairo,None
29970414,Bayaning 3rd World,None,None,None,None,7.2,166.0,None,Mike De Leon,None
33797268,1920 - Evil Returns,None,None,None,None,4.9,2200.0,None,Bhushan Patel,None
33508761,Baghaawat - Ek Jung,None,None,None,None,4.6,24.0,None,Deepak Pawar,None
29798521,"Happiness Is A Warm Blanket, Charlie Brown",None,None,None,None,7.2,1300.0,None,Andrew Beall,None
33289512,Wiebo's War,None,800000.0,None,None,7.3,75.0,None,David York,None
18119679,Spin the Bottle,488724.0,None,None,None,6.3,256.0,None,Ian Fitzgibbon,None
31270650,No Ordinary Trifle,None,None,None,None,5.3,3700.0,None,James Hacking,None
26249449,Black Tight Killers,None,None,None,None,6.7,331.0,None,Yasuharu Hasebe,None
27972215,Time on My Hands,None,None,None,None,6.6,86.0,None,Dave Fleischer,None
20297061,Wild by Law,None,None,None,None,6.7,30.0,None,Diane Garey,None
30816560,Huckleberry Finn,None,None,None,None,6.2,115.0,None,Norman Taurog,None
17271505,The Brazen Beauty,None,None,None,None,None,None,None,Tod Browning,None
22915257,The Wooden Man's Bride,None,None,59945.0,None,6.8,240.0,None,Jianxin Huang,None
6935276,The Sheepman,None,1283000.0,None,None,6.8,2900.0,None,George Marshall,None
29189504,Nee Kosam,None,None,None,None,6.7,58.0,None,Sreenu Vaitla,None
35736893,Whirlpool,None,None,None,None,6.6,435.0,None,Roy William Neill,None
19517434,102 Minutes that Changed America,None,None,None,None,8.3,2900.0,None,Nicole Rittenmeyer,None
954902,Crossing Delancey,16262415.0,4000000.0,16262415.0,46711.0,6.9,4800.0,None,Joan Micklin Silver,None
26327669,River City Rumble,None,None,None,None,None,None,None,None,None
2290297,The Dive From Clausen's Pier,None,None,None,None,5.4,773.0,None,Harry Winer,None
17232100,Good Girl Gone Bad Live,None,None,None,None,None,None,None,None,None
11469528,The Professor,None,1000.0,None,None,6.0,721.0,None,Charles Chaplin,None
16167323,Jaya,None,None,None,None,None,None,None,None,None
29329264,Concert for George,163102.0,None,134600.0,67711.0,8.6,2100.0,None,David Leland,None
10551809,Young Triffie,None,None,None,None,5.5,205.0,None,Mary Walsh,None
