producer,producer_popularity,year,movie_title,wikipedia_movie_id,movie_score
Marc Forster,25.20638228007083,2002.0,Everything Put Together,25411651,49.69682612868663
Kathryn Bigelow,68.35521067093471,2002.0,K-19: The Widowmaker,43307,74.02501657998289
Malcolm D. Lee,24.228002720739653,2002.0,Undercover Brother,1182345,68.08828129177793
Daniel Calparsoro,0.0,2002.0,Warriors,21557972,61.176119079707746
Burr Steers,0.0,2002.0,Igby Goes Down,1357504,70.03131655433721
David C. Thomas,0.0,2002.0,MC5: A True Testimonial,26847095,61.1810942260583
Roger Kumble,25.048881877128185,2002.0,The Sweetest Thing,261023,64.98140379387726
Fatmir Koçi,0.0,2002.0,Tirana Year Zero,461695,49.69250702062904
Ron Underwood,69.01191528389089,2002.0,The Adventures of Pluto Nash,1331395,51.798372285870755
Sherman Alexie,0.0,2002.0,The Business of Fancydancing,8021448,59.69520762743159
Gillies MacKinnon,57.13011957057902,2002.0,Pure,4305147,59.66585460198931
Larry Blamire,0.0,2002.0,The Lost Skeleton of Cadavra,933349,59.84131110960782
Nick Cassavetes,41.56152882265263,2002.0,John Q,100700,76.64401145793704
Deepa Mehta,22.688582741946828,2002.0,Bollywood/Hollywood,2687106,61.20541039763421
Sohail Khan,16.14947205101148,2002.0,Maine Dil Tujhko Diya,5256886,49.68132119162871
John Woo,76.3249820993771,2002.0,Windtalkers,964721,70.75228077662592
Phil Vischer,0.0,2002.0,Jonah: A VeggieTales Movie,4445572,70.01379874144477
Cristian Mungiu,0.0,2002.0,Occident,12165119,51.75521788022011
Barbet Schroeder,65.65385801472432,2002.0,Murder by Numbers,617063,70.02529888270229
Maria Peters,0.0,2002.0,Peter Bell,8811306,64.94754938641182
Paul Goldman,0.0,2002.0,Australian Rules,1855828,61.0629604486632
Simon Cellan Jones,17.653941632797128,2002.0,The One and Only,9749808,51.46182616402457
Michael Winterbottom,61.91710661170671,2002.0,24 Hour Party People,360138,70.35959118352253
Louis Leterrier,0.0,2002.0,The Transporter,972958,73.70199158274767
Nir Bergman,0.0,2002.0,Broken Wings,2642413,67.96583454007063
Antonio Hernández,0.0,2002.0,The City of No Limits,2439489,64.84068379410739
Tom Brady,0.0,2002.0,The Hot Chick,227291,66.28045847210504
Peter Hewitt,60.180325411742444,2002.0,Thunderpants,511351,49.239265300054505
Sandra Gugliotta,0.0,2002.0,A Lucky Day,9505256,50.678250251919806
John Henderson,0.0,2002.0,Two Men Went to War,13342914,60.198668912614316
Elia Suleiman,0.0,2002.0,Divine Intervention,614828,64.91778726972322
Cristina Comencini,0.0,2002.0,The Best Day of My Life,9234454,68.0151349275469
Fatih Akin,40.22798623170911,2002.0,Solino,15912486,70.56165917163322
Patricia Cardoso,0.0,2002.0,Real Women Have Curves,1691104,70.30221381586306
Benoît Jacquot,59.33475488243656,2002.0,Adolphe,14331912,60.183372682220224
Johan Nijenhuis,0.0,2002.0,Full Moon Party,8906388,51.59798367879328
Bruce McCulloch,38.49820273767613,2002.0,Stealing Harvard,2037852,60.683477806418026
Jeff Tremaine,0.0,2002.0,Jackass: The Movie,1161730,73.85617844922017
David Dhawan,53.983477903686754,2002.0,Chor Machaaye Shor,10048256,50.927375239292886
Bart Freundlich,19.508271322894373,2002.0,World Traveler,26163035,50.55076143536385
Raúl Rodríguez Peila,0.0,2002.0,Dibu 3,9132135,50.98993283149756
Anupam Kher,0.0,2002.0,Om Jai Jagadish,1326081,50.998799254675205
Esmé Lammers,0.0,2002.0,Tom & Thomas,12058465,60.35361052627154
Peter Care,0.0,2002.0,The Dangerous Lives of Altar Boys,1578168,67.19891781085549
Elmo Nüganen,0.0,2002.0,Names in Marble,14612521,60.400437088029214
JK Youn,18.655755151593436,2002.0,Sex is Zero,2369122,70.45877944474715
Joe Ma,0.0,2002.0,The Lion Roars,36183483,60.43140114080682
Chang-jae Lim,0.0,2002.0,Unborn But Forgotten,15833916,51.25314466213773
Anees Bazmee,0.0,2002.0,Deewangee,13518788,66.24303676134203
Jens Lien,0.0,2002.0,Jonny Vang,18547154,60.33520400726693
Christopher Roth,0.0,2002.0,Baader,32127870,51.20147862039788
Carlos Saura,65.86300785960684,2002.0,Salomé,17955165,60.46124116110854
Nicholas Racz,0.0,2002.0,The Burial Society,20617600,51.14817732184627
Siu-Tung Ching,0.0,2002.0,Naked Weapon,5526916,51.11715419897631
Evan Clarry,0.0,2002.0,Blurred,20960746,51.417759487899716
Curtis Hanson,78.21577407418475,2002.0,8 Mile,11014779,80.10115886390979
Hilary Birmingham,0.0,2002.0,Tully,22415383,66.22562056291912
Susanne Bier,34.757408509219864,2002.0,Open Hearts,8955561,70.42852677567832
William Malone,22.131518341156397,2002.0,FeardotCom,2134635,51.017268243634504
Franc. Reyes,0.0,2002.0,Empire,1958896,66.22278147872262
John McTiernan,77.87112188949578,2002.0,Rollerball,1051659,49.91322424403381
Jay Russell,41.558946322904625,2002.0,Tuck Everlasting,5085987,70.583066347122
Sam Mendes,29.29137232400025,2002.0,Road to Perdition,342741,82.46896501764513
Michael Lembeck,0.0,2002.0,The Santa Clause 2,454718,70.16719149444481
Hideyuki Hirayama,0.0,2002.0,Out,18066747,60.90772377841287
Baltasar Kormákur,20.084228919793006,2002.0,The Sea,3542944,60.923809539015906
Andrzej Sekula,0.0,2002.0,Cube 2: Hypercube,922861,59.95806186134247
Satoshi Kon,23.731460267051137,2002.0,Millennium Actress,829780,67.94537081364868
Arjun Sablok,0.0,2002.0,Na Tum Jaano Na Hum,2517072,50.163326301707144
Christophe Ruggia,0.0,2002.0,The Devils,25249973,59.926251050269585
Stephen Daldry,27.13371870870094,2002.0,The Hours,3326435,80.07165027217127
Yamina Bachir,0.0,2002.0,Rachida,24912855,59.88800134237175
Nick Broomfield,61.341182409238826,2002.0,Biggie & Tupac,1586717,59.88262884815704
Yves Simoneau,18.84806335231948,2002.0,Ignition,23681959,51.69264165531844
Sven Unterwaldt Jr.,0.0,2002.0,Wie die Karnickel,18905567,61.01093854899915
Lasse Spang Olsen,0.0,2002.0,Old Men in New Cars,8677237,59.84713378169042
Eriq La Salle,0.0,2002.0,Crazy as Hell,7621504,49.971142241788115
Cathy Malkasian,0.0,2002.0,The Wild Thornberrys Movie,990764,67.13361409419636
Nam-seob Hyeon,0.0,2002.0,Saving My Hubby,6302415,61.05797784596122
Luis Ortega,0.0,2002.0,Black Box,9983290,51.72821493843295
Young-Joo Byun,0.0,2002.0,Milae,2312801,59.984704166902425
Andrew Litvack,0.0,2002.0,Merci Docteur Rey,5972799,51.59826884050906
D.J. Caruso,0.0,2002.0,The Salton Sea,1443743,66.32501449454087
Callie Khouri,0.0,2002.0,Divine Secrets of the Ya-Ya Sisterhood,2692160,70.63638971598081
Dewey Nicks,0.0,2002.0,Slackers,1994205,60.099603637603124
Siu-Hung Chung,0.0,2002.0,"Devil Face, Angel Heart",24034237,50.4852564140187
Kevin Donovan,0.0,2002.0,The Tuxedo,277713,67.17000138146263
Alejandro Rojas,0.0,2002.0,Ogu and Mampato in Rapa Nui,20813262,60.75681021789661
Peter Kosminsky,0.0,2002.0,White Oleander,1840775,73.89498060222915
Sang-Jin Kim,0.0,2002.0,Jail Breakers,12836115,67.95102437036344
Hannu Tuomainen,0.0,2002.0,One-Way Ticket to Mombasa,1461417,60.090789714582925
John Walsh,19.01022516243196,2002.0,Pipe Dream,23077560,50.40317530472696
Zhou Sun,0.0,2002.0,Zhou Yu's Train,1414872,60.804632792483496
Pieter Kramer,0.0,2002.0,Yes Nurse! No Nurse!,8994651,67.22464190064414
Chris Wedge,0.0,2002.0,Ice Age,34044456,82.98684928413351
Jim Gillespie,23.434136647399573,2002.0,D-Tox,2371819,60.07171517410834
Shawn Levy,0.0,2002.0,Big Fat Liar,408849,66.20859108447695
Chia-Liang Liu,25.109319302784268,2002.0,Drunken Monkey,30604556,50.36155705659142
Daniel Algrant,19.204468380306185,2002.0,People I Know,11956773,51.62250209600483
Jean-Marie Poiré,66.15745145231465,2002.0,My Wife's Name Is Maurice,13727879,50.33658834555992
Bill Bennett,41.083145305777315,2002.0,The Nugget,4362517,60.03042853069934
Gil Portes,0.0,2002.0,Small Voices,12815804,59.99415872802651
Lewis Gilbert,69.13221074809773,2002.0,Before You Go,23484498,51.3717922265057
Peter Ho-Sun Chan,41.976101686451926,2002.0,Three,1908040,61.89131043614139
Jordan Brady,0.0,2002.0,The Third Wheel,2694342,49.21960520128561
Hark Tsui,56.5413401145372,2002.0,Black Mask 2: City of Masks,11137278,43.95642026668868
Takashi Miike,58.71332700071005,2002.0,Dead or Alive: Final,9016095,43.831946048580164
Corey Yuen,20.77915427062435,2002.0,So Close,1425444,63.23507157873915
Rob Minkoff,24.484159717401468,2002.0,Stuart Little 2,750694,68.90851926961992
David Dhawan,53.983477903686754,2002.0,Hum Kisise Kum Nahi,7581816,43.774992013257105
Luis Mandoki,70.42574766798884,2002.0,Trapped,3116944,66.6864686287433
Karim Aïnouz,0.0,2002.0,Madame Satã,9937932,64.14709382525646
David Raynr,41.24527043716656,2002.0,Martin Lawrence Live: Runteldat,1660125,63.24678330931155
Diego Arsuaga,0.0,2002.0,El Último tren,9967714,63.24787220447677
Neil Marshall,0.0,2002.0,Dog Soldiers,563861,68.88618608583474
Harry Dodge,0.0,2002.0,By Hook or by Crook,20671625,43.60068765070755
Dean DeBlois,0.0,2002.0,Lilo & Stitch,164754,80.98292405213681
Zack Snyder,0.0,2002.0,Batman vs. Superman,2619910,78.79942446348777
Charles Stone III,0.0,2002.0,Drumline,2997971,68.8412176474395
Neal Slavin,0.0,2002.0,Focus,17124518,63.31810671518119
Andreas Dresen,0.0,2002.0,Grill Point,4678174,68.40225805562376
Ron Shelton,65.71829019562335,2002.0,Dark Blue,1394959,68.82624057081128
Mark Mylod,0.0,2002.0,Ali G Indahouse,224487,68.8231626321449
Dharmesh Darshan,32.89669333858688,2002.0,Haan Maine Bhi Pyaar Kiya,12643712,43.279395639398466
Geun-shik Jo,0.0,2002.0,Conduct Zero,18243264,68.40715693036606
Daniela Fejerman,0.0,2002.0,A mi madre le gustan las mujeres,12153345,63.35584932370671
Raja Gosnell,44.144374453143236,2002.0,Scooby-Doo,1072075,68.80895749074978
Joel Zwick,18.151321457233355,2002.0,My Big Fat Greek Wedding,431333,77.4096425204982
Lee Tamahori,71.91287333386965,2002.0,Die Another Day,156644,74.72698701695847
Guy Ritchie,54.80254692135457,2002.0,Swept Away,1567210,44.241443309129544
Carlos Sorin,0.0,2002.0,Intimate Stories,9389794,68.93912075339081
Giordano Gederlini,0.0,2002.0,Samourais,11638043,44.338650712640074
Jeremy Wooding,0.0,2002.0,Bollywood Queen,28417976,45.14434449304614
Atom Egoyan,69.48908090531846,2002.0,Ararat,865912,64.23027506311875
Álex de la Iglesia,40.77636482531171,2002.0,800 Bullets,2217587,62.926143971686
Mick Jackson,69.37914658387925,2002.0,The First $20 Million Is Always the Hardest,357715,44.961590938618166
Phil Alden Robinson,73.40586059741645,2002.0,The Sum of All Fears,4646185,74.70181201308617
Chris Eyre,24.010067377312083,2002.0,Skins,11827606,62.943495845598996
Jin-woo Ahn,0.0,2002.0,Over the Rainbow,12490207,68.32916731267056
M. Night Shyamalan,75.45005023024713,2002.0,Signs,72453,78.86484902647568
Bobby Eerhart,0.0,2002.0,Loonies,8994729,64.20075790527045
Brad Silberling,50.53331156200951,2002.0,Moonlight Mile,1882956,69.05752067880132
Kantz,0.0,2002.0,Love and a Bullet,25389799,44.77857597095174
Robert Rodriguez,72.324590705894,2002.0,Spy Kids 2: Island of Lost Dreams,33577424,66.8776041310155
Chuck Russell,72.38011079910775,2002.0,The Scorpion King,957322,69.04958456687955
Jordan Susman,0.0,2002.0,The Anarchist Cookbook,4803382,44.750383838464614
Monica Stambrini,0.0,2002.0,Gasoline,12025545,44.746217910993586
David Cronenberg,65.92902531343584,2002.0,Spider,875305,69.01650445379875
Claude Lelouch,69.00150991832247,2002.0,And now... Ladies and Gentlemen,3062598,63.10784889741316
Nicole Garcia,20.419012932867513,2002.0,L'Adversaire,16900774,68.9918150313588
Bob Misiorowski,0.0,2002.0,Derailed,3296570,44.453908678351354
Seth Kearsley,0.0,2002.0,Eight Crazy Nights,531816,63.139480457930496
Bob Dolman,0.0,2002.0,The Banger Sisters,396470,66.66305999582364
Andrew Lau,63.883274859544166,2002.0,Infernal Affairs,394536,77.30520395456135
Doug Headline,0.0,2002.0,Brocéliande,26106476,44.36639001817432
Nanette Burstein,20.35823110007794,2002.0,The Kid Stays in the Picture,3816108,68.96280067738655
Miguel Arteta,40.381146773456244,2002.0,The Good Girl,930143,69.04465347825406
François Ozon,23.536103865320708,2002.0,8 Women,2594435,74.84091475336815
Peter Jackson,79.59754740976688,2002.0,The Lord of the Rings: The Two Towers,173944,92.95681664753783
Vincenzo Natali,21.94563223609353,2002.0,Cypher,1623051,64.083927224207
Yôji Yamada,0.0,2002.0,The Twilight Samurai,1686720,77.49543479439065
Mars Callahan,0.0,2002.0,Poolhall Junkies,3077184,63.6143896855067
Chelsea Hobbs,0.0,2002.0,Snow Queen,8785217,63.62941132996036
David Caesar,19.241905670383176,2002.0,Dirty Deeds,3298184,63.644897162202206
Jonathan Frakes,51.783694777080655,2002.0,Clockstoppers,1395159,63.65796634990781
Harry Shearer,0.0,2002.0,Teddy Bears' Picnic,5886412,38.99061697464609
Tom Zuber,0.0,2002.0,Lansdown,14945643,37.74138313916029
Eytan Fox,0.0,2002.0,Yossi & Jagger,434738,63.71303929106651
Abbas Kiarostami,63.3348111486722,2002.0,Ten,9310559,66.76601705966443
Nuri Bilge Ceylan,0.0,2002.0,Distant,3961516,68.59687224060842
Gary Winick,38.82517624575332,2002.0,Tadpole,320500,63.97728790579975
Gavin Wilding,0.0,2002.0,Spliced,12476867,40.028147933989025
Kyung-taek Kwak,22.011093406758093,2002.0,Champion,154688,68.57353097978056
Danny DeVito,75.23340602725506,2002.0,Death to Smoochy,1157158,66.81719945813141
Aki Kaurismäki,41.15403524448107,2002.0,The Man Without a Past,1997163,75.04934040793069
Ed Decter,0.0,2002.0,The New Guy,2284155,66.80960895566453
Xiaoshuai Wang,0.0,2002.0,Beijing Bicycle,5892072,63.83028248001826
Emilio Martínez Lázaro,0.0,2002.0,The Other Side of the Bed,2734962,68.52985778007825
Phillip Noyce,76.00713605421095,2002.0,Rabbit-Proof Fence,249956,75.05275413074656
Pedro Almodóvar,72.36985673816174,2002.0,Talk to Her,1946017,80.7550340880156
Michael Caton-Jones,73.40605722819997,2002.0,City by the Sea,3698195,68.50477992314569
Uwe Boll,0.0,2002.0,Blackwoods,5827942,27.93197343210676
Bertrand Tavernier,59.43117399505098,2002.0,Safe Conduct,25341428,66.79875365829587
Sam Mraovich,0.0,2002.0,Ben and Arthur,23084130,26.999474065490165
Daisy von Scherler Mayer,38.63781853021059,2002.0,The Guru,1091175,63.777795480958275
Franco Zeffirelli,71.91525241329381,2002.0,Callas Forever,14719603,66.62622514217634
Lynne Ramsay,21.950854538917415,2002.0,Morvern Callar,5031048,63.60291213686069
Peter Mullan,19.887487986661576,2002.0,The Magdalene Sisters,1801710,77.4757919709756
Zeka Laplaine,0.0,2002.0,Paris: XY,35352943,42.36326766395354
Miles Swain,0.0,2002.0,The Trip,14290295,63.423269774504035
Keith Fulton,0.0,2002.0,Lost in La Mancha,359354,68.78150089641125
Charles Stone III,0.0,2002.0,Paid in Full,4576677,68.77479842625189
Gérard Bitton,0.0,2002.0,If I Were a Rich Man,1388443,63.437415524919935
Yuan Zhang,0.0,2002.0,I Love You,13350171,42.04067466842217
Kam-Hung Yip,0.0,2002.0,Just One Look,12510014,63.44304588691516
Kuo-Fu Chen,0.0,2002.0,Double Vision,1392287,63.44347103445445
Stephen Gaghan,0.0,2002.0,Abandon,4122339,63.464641605738514
Harold Ramis,71.9174191672072,2002.0,Analyze That,2513894,68.73484231064074
Rob Marshall,0.0,2002.0,Chicago,201534,80.64209246771752
Lieven Debrauwer,0.0,2002.0,Pauline and Paulette,16773265,64.01126119435591
Sam Jones,0.0,2002.0,I Am Trying to Break Your Heart: A Film About Wilco,3728836,66.728004479673
Élie Chouraqui,19.464518049936437,2002.0,Harrison's Flowers,13484069,68.73152609972041
Alison Thompson,0.0,2002.0,"High Times ""Pot Luck""",7448031,41.00456799667964
Rajkumar Kohli,0.0,2002.0,Jaani Dushman: Ek Anokhi Kahani,4488571,40.77224814212435
Shaad Ali,0.0,2002.0,Saathiya,1634239,63.52072443313155
Klaus Härö,0.0,2002.0,Elina: As If I Wasn't There,17550887,63.528196003026196
Leung Chun 'Samson' Chiu,0.0,2002.0,Golden Chicken,6156767,68.69858600545217
Michael Rymer,22.525072886965187,2002.0,Queen of the Damned,9088886,64.02620960793435
Bingjian Liu,0.0,2002.0,Cry Woman,21593269,63.55386949643395
Nicolas Philibert,0.0,2002.0,To Be and to Have,222106,77.46978069594111
Valerio Andrei,0.0,2002.0,Un amore perfetto,22271345,40.40773797581037
George Lucas,89.01451490109844,2002.0,Star Wars Episode II: Attack of the Clones,50957,78.72031574482361
Allan A. Goldstein,18.346352490885007,2002.0,2001: A Space Travesty,2324217,41.79461572680098
Spike Lee,70.25115630802283,2002.0,25th Hour,695700,77.17311967703988
Arjun Sajnani,0.0,2002.0,Agni Varsha,30207145,45.26983876927295
David Fincher,86.42836854525267,2002.0,Panic Room,450141,77.17024986785232
Zoe Clarke-Williams,0.0,2002.0,New Best Friend,254132,48.40612388776121
George Clooney,0.0,2002.0,Confessions of a Dangerous Mind,945305,74.25997078140692
Glen Pitre,21.522663030072106,2002.0,The Scoundrel's Wife,16141547,48.2773686489229
Spike Jonze,26.22056249315384,2002.0,Adaptation,200626,78.51329915355963
Suresh Krishna,76.14884986616532,2002.0,Baba,6705113,48.20188577223148
Kelly Asbury,0.0,2002.0,Spirit: Stallion of the Cimarron,706047,78.51726841912259
Scott Kalvert,23.476024300293805,2002.0,Deuces Wild,2318462,61.8809084217558
Andrey Konchalovskiy,62.93097904681665,2002.0,House of Fools,3513428,61.88251075746465
Michael Lehmann,65.06655314955763,2002.0,40 Days and 40 Nights,887457,68.17475037281102
Bill Weber,0.0,2002.0,The Cockettes,7586871,64.48583568882759
Rob Hardy,15.699111938221984,2002.0,Trois 2: Pandora's Box,9273330,51.84609742702116
Scott Roberts,0.0,2002.0,The Hard Word,15114733,61.76613220222544
Carlos Reygadas,0.0,2002.0,Japón,22097221,61.9015980801431
David Dhawan,53.983477903686754,2002.0,Yeh Hai Jalwa,10495987,47.99123872005788
Craig McCracken,0.0,2002.0,The Powerpuff Girls Movie,1167226,69.59461302702623
Michael Moore,65.62901485199176,2002.0,Bowling for Columbine,145663,81.66292213433297
Francesc Bellmunt,0.0,2002.0,Lisístrata,1291998,47.83334971445912
Everett Lewis,0.0,2002.0,Luster,5885832,47.78085074587852
Victor Nunez,45.86471140898279,2002.0,Coastlines,1330084,47.62828733776631
Todd Louiso,0.0,2002.0,Love Liza,1752812,62.080862090794334
Paul W.S. Anderson,69.48432673521889,2002.0,Resident Evil,1033297,74.4433927075303
Andrew Lau,63.883274859544166,2002.0,The Wesley's Mysterious File,6159110,47.60052674333504
Young-hoon Park,0.0,2002.0,Jungdok,3225410,68.20175557077172
Lynn Hershman-Leeson,0.0,2002.0,Teknolust,2350185,47.581036617933705
Gurinder Chadha,42.83809566249476,2002.0,Bend It Like Beckham,249876,74.37943186842644
Jez Butterworth,0.0,2002.0,Birthday Girl,689490,66.5095456303346
John Stainton,0.0,2002.0,The Crocodile Hunter: Collision Course,5533519,64.53336677457861
Tol,0.0,2002.0,Tamala 2010: A Punk Cat in Space,5103474,48.71998821334075
Paul Hough,0.0,2002.0,The Backyard,18812346,49.19889903548778
Mark Romanek,0.0,2002.0,One Hour Photo,933060,74.10254115133466
Jon Purdy,0.0,2002.0,Joshua,14754884,64.60140353081547
Jake Kasdan,22.494866950078137,2002.0,Orange County,438417,69.88551331220305
Jaume Balagueró,20.725642119500566,2002.0,Darkness,1373219,64.59974796715872
György Pálfi,0.0,2002.0,Hukkle,8067034,61.48483999551815
Masaaki Tezuka,21.832380612093175,2002.0,Godzilla Against Mechagodzilla,1252259,69.85445296264852
Tom Shadyac,76.02206687666903,2002.0,Dragonfly,12509757,69.838683014243
Kevin Bray,0.0,2002.0,All about the Benjamins,3192886,66.41693519706209
Neil LaBute,68.33303224985607,2002.0,Possession,549902,68.13611456968395
José Luis Garci,20.49842748156029,2002.0,Story of a Kiss,21815189,61.54988505570902
Robin Budd,0.0,2002.0,Return to Never Land,1595142,69.72732654587601
Dylan Kidd,0.0,2002.0,Roger Dodger,4905605,67.07980158775631
Kim Ki-duk,37.99718907258465,2002.0,Coast Guard,3735041,64.56918180395375
Harry Sinclair,0.0,2002.0,Toy Love,13533480,49.00123646281597
Tommy Lee Wallace,60.984449092455975,2002.0,Vampires: Los Muertos,6124685,48.9585802252556
Charles Binamé,0.0,2002.0,Séraphin: un homme et son péché,4165797,68.14443353031952
Fumihiko Sori,0.0,2002.0,Ping Pong,4632411,67.07463456065345
Peter Sollett,0.0,2002.0,Raising Victor Vargas,4744678,69.7787195236166
Man-bae Jeon,0.0,2002.0,The Romantic President,3500965,61.66409621680368
Bahman Ghobadi,23.156288131985146,2002.0,Marooned in Iraq,6545373,64.55535446737008
Rolf de Heer,0.0,2002.0,The Tracker,5829474,67.0718190368643
Douglas McGrath,23.74106176952766,2002.0,Nicholas Nickleby,12938853,69.77056457766567
Si-myung Lee,0.0,2002.0,2009 Lost Memories,1631700,66.4380184379542
Alain Chabat,0.0,2002.0,Asterix & Obelix: Mission Cleopatra,8409497,76.72435914080474
Ha Yoo,0.0,2002.0,Marriage is a Crazy Thing,7414349,69.90745152359692
Tom Tykwer,70.06780924785019,2002.0,Heaven,509987,69.5107564927017
Danny Pang,18.86388717134883,2002.0,The Eye,3511710,69.50883283351604
Andrzej Wajda,43.494562412401905,2002.0,The Revenge,2047450,62.53578967940774
Kevin Reynolds,67.80935594413619,2002.0,The Count of Monte Cristo,872497,80.44077696961232
Lee Hirsch,0.0,2002.0,Amandla! A Revolution in Four Part Harmony,4140604,66.58553784765313
James Toback,59.26725386880269,2002.0,Harvard Man,430975,46.098244689638626
Julien Magnat,0.0,2002.0,Bloody Mallory,5119941,46.08902752235081
Gary J. Tunnicliffe,0.0,2002.0,Hansel and Gretel,4406314,45.98478073626422
Rebecca Miller,0.0,2002.0,Personal Velocity: Three Portraits,3941055,62.628331868466105
Predrag Antonijevic,19.259063068320433,2002.0,Hard Cash,11894802,45.91562731506155
Ivan Sen,0.0,2002.0,Beneath Clouds,2450210,62.634583938784246
Bénédicte Liénard,0.0,2002.0,A Piece of Sky,24923642,45.90813746852868
P.J. Hogan,49.82788646070379,2002.0,Unconditional Love,2221417,62.67571475042184
Cho-Sin Jung,0.0,2002.0,Wet Dreams,3581188,62.50657003040375
Glenn Chaika,0.0,2002.0,The Adventures of Tom Thumb and Thumbelina,8355871,45.728420406243245
Reginald Hudlin,64.3337409148222,2002.0,Serving Sara,1468099,62.750260904149236
Hang-jun Jang,0.0,2002.0,Break Out,8446351,66.61443808988577
John Polson,0.0,2002.0,Swimfan,887452,62.77061656859446
Paul Gross,0.0,2002.0,Men with Brooms,1466817,62.77761870711531
Eugene Jarecki,0.0,2002.0,The Trials of Henry Kissinger,12967168,68.28618561156374
Agnieszka Holland,63.03308419722921,2002.0,Julie Walking Home,26272116,45.63070934952438
Rodrigue Jean,0.0,2002.0,Yellowknife,24479482,45.56457864193549
Steven Soderbergh,82.79229837512263,2002.0,Solaris,4908352,69.16043666041098
Robert Schwentke,0.0,2002.0,Tattoo,11009343,62.84326114413117
David S. Goyer,0.0,2002.0,ZigZag,25747636,45.50117779534286
John A. Davis,23.814602311810848,2002.0,Santa vs. the Snowman 3D,5039977,69.13199618146375
Jeff Daniels,21.07512827120531,2002.0,Super Sucker,10882699,45.71484224743831
Manuel Pradal,0.0,2002.0,Ginostra,12129633,47.51830803555557
Martin Scorsese,68.48557442201263,2002.0,Gangs of New York,188902,81.40735054576017
Johnnie To,20.342876892535585,2002.0,My Left Eye Sees Ghosts,2076422,66.57798049698653
Ray Culpepper,0.0,2002.0,Big Ain't Bad,18538183,47.43684065617081
Jay Roach,75.48904630211372,2002.0,Austin Powers: Goldmember,151461,74.46683526287173
Tetsuo Shinohara,0.0,2002.0,Inochi,455182,69.47784653307285
Bruce Beresford,61.68152660399445,2002.0,Evelyn,3619129,69.47770991403455
Richard Hobert,0.0,2002.0,Alla älskar Alice,35195392,47.15015396995349
Walter Hill,63.955187514361796,2002.0,Undisputed,3699931,66.97900582456921
Marcus Raboy,0.0,2002.0,Friday After Next,11448113,66.97860973772056
Wallace Wolodarsky,0.0,2002.0,Sorority Boys,3434085,62.25790759226542
Jeffrey Blitz,0.0,2002.0,Spellbound,903159,74.47318314682985
Roger Avary,20.312821921948462,2002.0,The Rules of Attraction,1405221,69.44205306440281
Abbas Alibhai Burmawalla,40.18696555886449,2002.0,Humraaz,5712265,66.53990793170374
Paul Moloney,0.0,2002.0,Crackerjack,2860057,69.31542715322311
Fisher Stevens,0.0,2002.0,Just a Kiss,21764056,46.98304087326189
Adam Shankman,22.124017522943706,2002.0,A Walk to Remember,855797,76.93152760620977
Charles Herman-Wurmfeld,0.0,2002.0,Kissing Jessica Stein,1703792,68.23651376129791
Petr Zelenka,0.0,2002.0,Year of The Devil,2196961,66.5556846848772
Helen Stickler,0.0,2002.0,Stoked: The Rise and Fall of Gator,2027499,62.38174640430357
Rahul Dholakia,0.0,2002.0,Kehtaa Hai Dil Baar Baar,33269085,46.695750326884934
John Malkovich,0.0,2002.0,The Dancer Upstairs,5667692,69.3819456580847
Gregor Schnitzler,0.0,2002.0,What To Do In Case Of Fire,5157418,66.56350600945675
Woody Allen,71.25111160075762,2002.0,Hollywood Ending,473268,69.35929485440889
Fernando León de Aranoa,0.0,2002.0,Mondays In The Sun,2439425,74.50368626948894
Jean-Pierre Dardenne,45.15734221605649,2002.0,The Son,3565240,69.33953568630115
Gabriele Salvatores,24.249096440162948,2002.0,Amnèsia,13196764,62.46910772320056
Marina Valentini,0.0,2002.0,Bahía Mágica,9002071,46.90119386926994
Brian Levant,64.71532817161257,2002.0,Snow Dogs,2093928,66.17533556481014
Aleksandr Sokurov,0.0,2002.0,Russian Ark,169202,71.78109877976593
Bruce Neibaur,0.0,2002.0,India: Kingdom of the Tiger,30811665,53.706869433105794
Carl Franklin,71.19072630222762,2002.0,High Crimes,1374292,72.12655751084807
Jang Sun-woo,0.0,2002.0,Resurrection of the Little Match Girl,3849638,56.472811853015195
Arliss Howard,0.0,2002.0,Big Bad Love,21314980,53.609132355709946
Olivier Megaton,0.0,2002.0,The Red Siren,28374339,54.937229981268196
Takahiro Imamura,0.0,2002.0,Digimon Frontier: Island of Lost Digimon,26816024,65.39398966247312
Duncan Roy,0.0,2002.0,AKA,4054638,54.95472253715643
Doris Dörrie,0.0,2002.0,Enlightenment Guaranteed,567513,52.92745236001109
Mike Leigh,73.55836625753047,2002.0,All Or Nothing,5790223,71.63218684868244
Abderrahmane Sissako,0.0,2002.0,Waiting for Happiness,10514696,56.92158862995898
Rajat Mukherjee,0.0,2002.0,Road,791765,53.62600289314343
Gaspar Noé,18.90437049644657,2002.0,Irréversible,299490,67.45120927516095
Tamra Davis,69.6411402743325,2002.0,Crossroads,1128561,54.95545888826495
Abe Kwong,0.0,2002.0,Visible Secret 2,8458384,58.616290202832644
Kunihiko Yuyama,71.36705207753637,2002.0,Pokémon 4Ever,1989045,65.95361022062913
Im Kwon-taek,38.18910157144844,2002.0,Painted Fire,3272326,71.24648586544673
Paco Plaza,0.0,2002.0,Second Name,3589259,56.50651081444589
Aku Louhimies,0.0,2002.0,Lovers & Leavers,32998282,58.52152090739764
